"Town","FIPS","Year","Business Type","Measure Type","Variable","Value"
"Sharon","0900567960","2008-2012","Government","Percent","Employment",10.5
"Sharon","0900567960","2008-2012","Government","Percent","Margins of Error",4.8
"Sharon","0900567960","2008-2012","Private, Profit","Percent","Employment",38.1
"Sharon","0900567960","2008-2012","Private, Profit","Percent","Margins of Error",8.4
"Sharon","0900567960","2008-2012","Private, Not-for-profit","Percent","Employment",13
"Sharon","0900567960","2008-2012","Private, Not-for-profit","Percent","Margins of Error",5.7
"Sharon","0900567960","2009-2013","Total","Number","Employment",1366
"Sharon","0900567960","2009-2013","Total","Number","Margins of Error",151
"Sharon","0900567960","2009-2013","Self-Employed, Incorporated","Percent","Employment",13.8
"Sharon","0900567960","2009-2013","Self-Employed, Incorporated","Percent","Margins of Error",6
"Sharon","0900567960","2009-2013","Self-Employed, Not Incorporated","Percent","Employment",20.9
"Sharon","0900567960","2009-2013","Self-Employed, Not Incorporated","Percent","Margins of Error",6.2
"Sharon","0900567960","2009-2013","Government","Percent","Employment",11.8
"Sharon","0900567960","2009-2013","Government","Percent","Margins of Error",5.1
"Sharon","0900567960","2009-2013","Private, Profit","Percent","Employment",40.4
"Sharon","0900567960","2009-2013","Private, Profit","Percent","Margins of Error",8.1
"Sharon","0900567960","2009-2013","Private, Not-for-profit","Percent","Employment",13.1
"Sharon","0900567960","2009-2013","Private, Not-for-profit","Percent","Margins of Error",6.1
"Sharon","0900567960","2010-2014","Total","Number","Employment",1344
"Sharon","0900567960","2010-2014","Total","Number","Margins of Error",158
"Sharon","0900567960","2010-2014","Self-Employed, Incorporated","Percent","Employment",10.9
"Sharon","0900567960","2010-2014","Self-Employed, Incorporated","Percent","Margins of Error",4.9
"Sharon","0900567960","2010-2014","Self-Employed, Not Incorporated","Percent","Employment",24
"Sharon","0900567960","2010-2014","Self-Employed, Not Incorporated","Percent","Margins of Error",9.4
"Sharon","0900567960","2010-2014","Government","Percent","Employment",11.2
"Sharon","0900567960","2010-2014","Government","Percent","Margins of Error",5.4
"Sharon","0900567960","2010-2014","Private, Profit","Percent","Employment",37.6
"Sharon","0900567960","2010-2014","Private, Profit","Percent","Margins of Error",7.8
"Sharon","0900567960","2010-2014","Private, Not-for-profit","Percent","Employment",16.3
"Sharon","0900567960","2010-2014","Private, Not-for-profit","Percent","Margins of Error",6.5
"Sharon","0900567960","2011-2015","Total","Number","Employment",1357
"Sharon","0900567960","2011-2015","Total","Number","Margins of Error",148
"Sharon","0900567960","2011-2015","Self-Employed, Incorporated","Percent","Employment",12.2
"Sharon","0900567960","2011-2015","Self-Employed, Incorporated","Percent","Margins of Error",5.4
"Sharon","0900567960","2011-2015","Self-Employed, Not Incorporated","Percent","Employment",22.3
"Sharon","0900567960","2011-2015","Self-Employed, Not Incorporated","Percent","Margins of Error",9.1
"Sharon","0900567960","2011-2015","Government","Percent","Employment",11.3
"Sharon","0900567960","2011-2015","Government","Percent","Margins of Error",6.4
"Sharon","0900567960","2011-2015","Private, Profit","Percent","Employment",36.3
"Sharon","0900567960","2011-2015","Private, Profit","Percent","Margins of Error",7.6
"Sharon","0900567960","2011-2015","Private, Not-for-profit","Percent","Employment",17.8
"Sharon","0900567960","2011-2015","Private, Not-for-profit","Percent","Margins of Error",7.2
"Sharon","0900567960","2012-2016","Total","Number","Employment",1370
"Sharon","0900567960","2012-2016","Total","Number","Margins of Error",154
"Sharon","0900567960","2012-2016","Self-Employed, Incorporated","Percent","Employment",7.1
"Sharon","0900567960","2012-2016","Self-Employed, Incorporated","Percent","Margins of Error",4
"Sharon","0900567960","2012-2016","Self-Employed, Not Incorporated","Percent","Employment",20.3
"Sharon","0900567960","2012-2016","Self-Employed, Not Incorporated","Percent","Margins of Error",8.7
"Sharon","0900567960","2012-2016","Government","Percent","Employment",11.3
"Sharon","0900567960","2012-2016","Government","Percent","Margins of Error",6.2
"Sharon","0900567960","2012-2016","Private, Profit","Percent","Employment",42.7
"Sharon","0900567960","2012-2016","Private, Profit","Percent","Margins of Error",8.1
"Sharon","0900567960","2012-2016","Private, Not-for-profit","Percent","Employment",18.6
"Sharon","0900567960","2012-2016","Private, Not-for-profit","Percent","Margins of Error",6.3
"Shelton","0900168170","2006-2010","Total","Number","Employment",20267
"Shelton","0900168170","2006-2010","Total","Number","Margins of Error",649
"Shelton","0900168170","2006-2010","Self-Employed, Incorporated","Percent","Employment",3.2
"Shelton","0900168170","2006-2010","Self-Employed, Incorporated","Percent","Margins of Error",0.8
"Shelton","0900168170","2006-2010","Self-Employed, Not Incorporated","Percent","Employment",7.4
"Shelton","0900168170","2006-2010","Self-Employed, Not Incorporated","Percent","Margins of Error",1.3
"Shelton","0900168170","2006-2010","Government","Percent","Employment",12.8
"Shelton","0900168170","2006-2010","Government","Percent","Margins of Error",1.7
"Shelton","0900168170","2006-2010","Private, Profit","Percent","Employment",68.5
"Shelton","0900168170","2006-2010","Private, Profit","Percent","Margins of Error",2.3
"Shelton","0900168170","2006-2010","Private, Not-for-profit","Percent","Employment",8.1
"Shelton","0900168170","2006-2010","Private, Not-for-profit","Percent","Margins of Error",1.4
"Shelton","0900168170","2007-2011","Total","Number","Employment",20067
"Shelton","0900168170","2007-2011","Total","Number","Margins of Error",601
"Shelton","0900168170","2007-2011","Self-Employed, Incorporated","Percent","Employment",3.4
"Shelton","0900168170","2007-2011","Self-Employed, Incorporated","Percent","Margins of Error",0.8
"Shelton","0900168170","2007-2011","Self-Employed, Not Incorporated","Percent","Employment",7.3
"Shelton","0900168170","2007-2011","Self-Employed, Not Incorporated","Percent","Margins of Error",1.4
"Shelton","0900168170","2007-2011","Government","Percent","Employment",12.7
"Shelton","0900168170","2007-2011","Government","Percent","Margins of Error",1.5
"Shelton","0900168170","2007-2011","Private, Profit","Percent","Employment",68.3
"Shelton","0900168170","2007-2011","Private, Profit","Percent","Margins of Error",2.2
"Shelton","0900168170","2007-2011","Private, Not-for-profit","Percent","Employment",8.3
"Shelton","0900168170","2007-2011","Private, Not-for-profit","Percent","Margins of Error",1.4
"Shelton","0900168170","2008-2012","Total","Number","Employment",20118
"Shelton","0900168170","2008-2012","Total","Number","Margins of Error",527
"Shelton","0900168170","2008-2012","Self-Employed, Incorporated","Percent","Employment",3.3
"Shelton","0900168170","2008-2012","Self-Employed, Incorporated","Percent","Margins of Error",0.8
"Shelton","0900168170","2008-2012","Self-Employed, Not Incorporated","Percent","Employment",6.8
"Shelton","0900168170","2008-2012","Self-Employed, Not Incorporated","Percent","Margins of Error",1.2
"Shelton","0900168170","2008-2012","Government","Percent","Employment",13.5
"Shelton","0900168170","2008-2012","Government","Percent","Margins of Error",2
"Shelton","0900168170","2008-2012","Private, Profit","Percent","Employment",68.6
"Shelton","0900168170","2008-2012","Private, Profit","Percent","Margins of Error",2.3
"Shelton","0900168170","2008-2012","Private, Not-for-profit","Percent","Employment",7.8
"Shelton","0900168170","2008-2012","Private, Not-for-profit","Percent","Margins of Error",1.3
"Shelton","0900168170","2009-2013","Total","Number","Employment",20382
"Shelton","0900168170","2009-2013","Total","Number","Margins of Error",672
"Shelton","0900168170","2009-2013","Self-Employed, Incorporated","Percent","Employment",2.8
"Shelton","0900168170","2009-2013","Self-Employed, Incorporated","Percent","Margins of Error",0.7
"Shelton","0900168170","2009-2013","Self-Employed, Not Incorporated","Percent","Employment",7.7
"Shelton","0900168170","2009-2013","Self-Employed, Not Incorporated","Percent","Margins of Error",1.2
"Shelton","0900168170","2009-2013","Government","Percent","Employment",13.2
"Shelton","0900168170","2009-2013","Government","Percent","Margins of Error",1.8
"Shelton","0900168170","2009-2013","Private, Profit","Percent","Employment",67.9
"Shelton","0900168170","2009-2013","Private, Profit","Percent","Margins of Error",2.4
"Shelton","0900168170","2009-2013","Private, Not-for-profit","Percent","Employment",8.4
"Shelton","0900168170","2009-2013","Private, Not-for-profit","Percent","Margins of Error",1.2
"Shelton","0900168170","2010-2014","Total","Number","Employment",20805
"Shelton","0900168170","2010-2014","Total","Number","Margins of Error",551
"Shelton","0900168170","2010-2014","Self-Employed, Incorporated","Percent","Employment",3
"Shelton","0900168170","2010-2014","Self-Employed, Incorporated","Percent","Margins of Error",0.8
"Shelton","0900168170","2010-2014","Self-Employed, Not Incorporated","Percent","Employment",8.1
"Shelton","0900168170","2010-2014","Self-Employed, Not Incorporated","Percent","Margins of Error",1.5
"Shelton","0900168170","2010-2014","Government","Percent","Employment",12.8
"Shelton","0900168170","2010-2014","Government","Percent","Margins of Error",1.6
"Shelton","0900168170","2010-2014","Private, Profit","Percent","Employment",67.7
"Shelton","0900168170","2010-2014","Private, Profit","Percent","Margins of Error",2.3
"Shelton","0900168170","2010-2014","Private, Not-for-profit","Percent","Employment",8.3
"Shelton","0900168170","2010-2014","Private, Not-for-profit","Percent","Margins of Error",1.3
"Shelton","0900168170","2011-2015","Total","Number","Employment",20903
"Shelton","0900168170","2011-2015","Total","Number","Margins of Error",657
"Shelton","0900168170","2011-2015","Self-Employed, Incorporated","Percent","Employment",3.3
"Shelton","0900168170","2011-2015","Self-Employed, Incorporated","Percent","Margins of Error",0.8
"Shelton","0900168170","2011-2015","Self-Employed, Not Incorporated","Percent","Employment",7.7
"Shelton","0900168170","2011-2015","Self-Employed, Not Incorporated","Percent","Margins of Error",1.4
"Shelton","0900168170","2011-2015","Government","Percent","Employment",12.3
"Shelton","0900168170","2011-2015","Government","Percent","Margins of Error",1.9
"Shelton","0900168170","2011-2015","Private, Profit","Percent","Employment",68.8
"Shelton","0900168170","2011-2015","Private, Profit","Percent","Margins of Error",2.2
"Shelton","0900168170","2011-2015","Private, Not-for-profit","Percent","Employment",7.8
"Shelton","0900168170","2011-2015","Private, Not-for-profit","Percent","Margins of Error",1.3
"Shelton","0900168170","2012-2016","Total","Number","Employment",21055
"Shelton","0900168170","2012-2016","Total","Number","Margins of Error",712
"Shelton","0900168170","2012-2016","Self-Employed, Incorporated","Percent","Employment",3.2
"Shelton","0900168170","2012-2016","Self-Employed, Incorporated","Percent","Margins of Error",0.7
"Shelton","0900168170","2012-2016","Self-Employed, Not Incorporated","Percent","Employment",8
"Shelton","0900168170","2012-2016","Self-Employed, Not Incorporated","Percent","Margins of Error",1.3
"Shelton","0900168170","2012-2016","Government","Percent","Employment",12.9
"Shelton","0900168170","2012-2016","Government","Percent","Margins of Error",1.6
"Shelton","0900168170","2012-2016","Private, Profit","Percent","Employment",67.6
"Shelton","0900168170","2012-2016","Private, Profit","Percent","Margins of Error",2
"Shelton","0900168170","2012-2016","Private, Not-for-profit","Percent","Employment",8.2
"Shelton","0900168170","2012-2016","Private, Not-for-profit","Percent","Margins of Error",1.3
"Sherman","0900168310","2006-2010","Total","Number","Employment",1886
"Sherman","0900168310","2006-2010","Total","Number","Margins of Error",153
"Sherman","0900168310","2006-2010","Self-Employed, Incorporated","Percent","Employment",8.1
"Sherman","0900168310","2006-2010","Self-Employed, Incorporated","Percent","Margins of Error",3.5
"Sherman","0900168310","2006-2010","Self-Employed, Not Incorporated","Percent","Employment",9.2
"Sherman","0900168310","2006-2010","Self-Employed, Not Incorporated","Percent","Margins of Error",3.7
"Sherman","0900168310","2006-2010","Government","Percent","Employment",10
"Sherman","0900168310","2006-2010","Government","Percent","Margins of Error",3.6
"Sherman","0900168310","2006-2010","Private, Profit","Percent","Employment",63.7
"Sherman","0900168310","2006-2010","Private, Profit","Percent","Margins of Error",5.7
"Sherman","0900168310","2006-2010","Private, Not-for-profit","Percent","Employment",9
"Sherman","0900168310","2006-2010","Private, Not-for-profit","Percent","Margins of Error",4.1
"Sherman","0900168310","2007-2011","Total","Number","Employment",1786
"Sherman","0900168310","2007-2011","Total","Number","Margins of Error",146
"Sherman","0900168310","2007-2011","Self-Employed, Incorporated","Percent","Employment",9.2
"Sherman","0900168310","2007-2011","Self-Employed, Incorporated","Percent","Margins of Error",3.9
"Sherman","0900168310","2007-2011","Self-Employed, Not Incorporated","Percent","Employment",8.5
"Sherman","0900168310","2007-2011","Self-Employed, Not Incorporated","Percent","Margins of Error",3.5
"Sherman","0900168310","2007-2011","Government","Percent","Employment",10
"Sherman","0900168310","2007-2011","Government","Percent","Margins of Error",3.8
"Sherman","0900168310","2007-2011","Private, Profit","Percent","Employment",62
"Sherman","0900168310","2007-2011","Private, Profit","Percent","Margins of Error",7.2
"Sherman","0900168310","2007-2011","Private, Not-for-profit","Percent","Employment",10.3
"Sherman","0900168310","2007-2011","Private, Not-for-profit","Percent","Margins of Error",4.1
"Sherman","0900168310","2008-2012","Total","Number","Employment",1834
"Sherman","0900168310","2008-2012","Total","Number","Margins of Error",142
"Sherman","0900168310","2008-2012","Self-Employed, Incorporated","Percent","Employment",6.7
"Sherman","0900168310","2008-2012","Self-Employed, Incorporated","Percent","Margins of Error",2.9
"Sherman","0900168310","2008-2012","Self-Employed, Not Incorporated","Percent","Employment",10.7
"Sherman","0900168310","2008-2012","Self-Employed, Not Incorporated","Percent","Margins of Error",3.8
"Sherman","0900168310","2008-2012","Government","Percent","Employment",9.8
"Sherman","0900168310","2008-2012","Government","Percent","Margins of Error",3.4
"Sherman","0900168310","2008-2012","Private, Profit","Percent","Employment",60.6
"Sherman","0900168310","2008-2012","Private, Profit","Percent","Margins of Error",6.9
"Sherman","0900168310","2008-2012","Private, Not-for-profit","Percent","Employment",12.2
"Sherman","0900168310","2008-2012","Private, Not-for-profit","Percent","Margins of Error",5.3
"Sherman","0900168310","2009-2013","Total","Number","Employment",1852
"Sherman","0900168310","2009-2013","Total","Number","Margins of Error",122
"Sherman","0900168310","2009-2013","Self-Employed, Incorporated","Percent","Employment",6.7
"Sherman","0900168310","2009-2013","Self-Employed, Incorporated","Percent","Margins of Error",3.2
"Sherman","0900168310","2009-2013","Self-Employed, Not Incorporated","Percent","Employment",11.9
"Sherman","0900168310","2009-2013","Self-Employed, Not Incorporated","Percent","Margins of Error",4.5
"Sherman","0900168310","2009-2013","Government","Percent","Employment",9.5
"Sherman","0900168310","2009-2013","Government","Percent","Margins of Error",4
"Sherman","0900168310","2009-2013","Private, Profit","Percent","Employment",60
"Sherman","0900168310","2009-2013","Private, Profit","Percent","Margins of Error",7.7
"Sherman","0900168310","2009-2013","Private, Not-for-profit","Percent","Employment",11.9
"Sherman","0900168310","2009-2013","Private, Not-for-profit","Percent","Margins of Error",4.4
"Sherman","0900168310","2010-2014","Total","Number","Employment",1874
"Sherman","0900168310","2010-2014","Total","Number","Margins of Error",142
"Sherman","0900168310","2010-2014","Self-Employed, Incorporated","Percent","Employment",5.4
"Sherman","0900168310","2010-2014","Self-Employed, Incorporated","Percent","Margins of Error",2.7
"Sherman","0900168310","2010-2014","Self-Employed, Not Incorporated","Percent","Employment",11.8
"Sherman","0900168310","2010-2014","Self-Employed, Not Incorporated","Percent","Margins of Error",4.3
"Sherman","0900168310","2010-2014","Government","Percent","Employment",9.7
"Sherman","0900168310","2010-2014","Government","Percent","Margins of Error",3.8
"Sherman","0900168310","2010-2014","Private, Profit","Percent","Employment",61.9
"Sherman","0900168310","2010-2014","Private, Profit","Percent","Margins of Error",6.3
"Sherman","0900168310","2010-2014","Private, Not-for-profit","Percent","Employment",11.2
"Sherman","0900168310","2010-2014","Private, Not-for-profit","Percent","Margins of Error",4.2
"Sherman","0900168310","2011-2015","Total","Number","Employment",1831
"Sherman","0900168310","2011-2015","Total","Number","Margins of Error",133
"Sherman","0900168310","2011-2015","Self-Employed, Incorporated","Percent","Employment",7.3
"Sherman","0900168310","2011-2015","Self-Employed, Incorporated","Percent","Margins of Error",3.3
"Sherman","0900168310","2011-2015","Self-Employed, Not Incorporated","Percent","Employment",11.9
"Sherman","0900168310","2011-2015","Self-Employed, Not Incorporated","Percent","Margins of Error",3.9
"Sherman","0900168310","2011-2015","Government","Percent","Employment",11.7
"Sherman","0900168310","2011-2015","Government","Percent","Margins of Error",4
"Sherman","0900168310","2011-2015","Private, Profit","Percent","Employment",58.8
"Sherman","0900168310","2011-2015","Private, Profit","Percent","Margins of Error",6.4
"Sherman","0900168310","2011-2015","Private, Not-for-profit","Percent","Employment",10.4
"Sherman","0900168310","2011-2015","Private, Not-for-profit","Percent","Margins of Error",4.2
"Sherman","0900168310","2012-2016","Total","Number","Employment",1942
"Sherman","0900168310","2012-2016","Total","Number","Margins of Error",149
"Sherman","0900168310","2012-2016","Self-Employed, Incorporated","Percent","Employment",8.4
"Sherman","0900168310","2012-2016","Self-Employed, Incorporated","Percent","Margins of Error",3.3
"Sherman","0900168310","2012-2016","Self-Employed, Not Incorporated","Percent","Employment",12.3
"Sherman","0900168310","2012-2016","Self-Employed, Not Incorporated","Percent","Margins of Error",3.7
"Sherman","0900168310","2012-2016","Government","Percent","Employment",11
"Sherman","0900168310","2012-2016","Government","Percent","Margins of Error",3.5
"Sherman","0900168310","2012-2016","Private, Profit","Percent","Employment",61.1
"Sherman","0900168310","2012-2016","Private, Profit","Percent","Margins of Error",5.5
"Sherman","0900168310","2012-2016","Private, Not-for-profit","Percent","Employment",7.3
"Sherman","0900168310","2012-2016","Private, Not-for-profit","Percent","Margins of Error",3
"Simsbury","0900368940","2006-2010","Total","Number","Employment",11807
"Simsbury","0900368940","2006-2010","Total","Number","Margins of Error",427
"Simsbury","0900368940","2006-2010","Self-Employed, Incorporated","Percent","Employment",6.3
"Simsbury","0900368940","2006-2010","Self-Employed, Incorporated","Percent","Margins of Error",1.5
"Simsbury","0900368940","2006-2010","Self-Employed, Not Incorporated","Percent","Employment",7.3
"Simsbury","0900368940","2006-2010","Self-Employed, Not Incorporated","Percent","Margins of Error",1.3
"Simsbury","0900368940","2006-2010","Government","Percent","Employment",11.6
"Simsbury","0900368940","2006-2010","Government","Percent","Margins of Error",1.7
"Simsbury","0900368940","2006-2010","Private, Profit","Percent","Employment",64.5
"Simsbury","0900368940","2006-2010","Private, Profit","Percent","Margins of Error",2.7
"Simsbury","0900368940","2006-2010","Private, Not-for-profit","Percent","Employment",10.3
"Simsbury","0900368940","2006-2010","Private, Not-for-profit","Percent","Margins of Error",2
"Simsbury","0900368940","2007-2011","Total","Number","Employment",11593
"Simsbury","0900368940","2007-2011","Total","Number","Margins of Error",322
"Simsbury","0900368940","2007-2011","Self-Employed, Incorporated","Percent","Employment",5.5
"Simsbury","0900368940","2007-2011","Self-Employed, Incorporated","Percent","Margins of Error",1.3
"Simsbury","0900368940","2007-2011","Self-Employed, Not Incorporated","Percent","Employment",7.9
"Simsbury","0900368940","2007-2011","Self-Employed, Not Incorporated","Percent","Margins of Error",1.7
"Simsbury","0900368940","2007-2011","Government","Percent","Employment",11.9
"Simsbury","0900368940","2007-2011","Government","Percent","Margins of Error",1.8
"Simsbury","0900368940","2007-2011","Private, Profit","Percent","Employment",64.4
"Simsbury","0900368940","2007-2011","Private, Profit","Percent","Margins of Error",3
"Simsbury","0900368940","2007-2011","Private, Not-for-profit","Percent","Employment",10.4
"Simsbury","0900368940","2007-2011","Private, Not-for-profit","Percent","Margins of Error",2.3
"Simsbury","0900368940","2008-2012","Total","Number","Employment",11763
"Simsbury","0900368940","2008-2012","Total","Number","Margins of Error",427
"Simsbury","0900368940","2008-2012","Self-Employed, Incorporated","Percent","Employment",4.9
"Simsbury","0900368940","2008-2012","Self-Employed, Incorporated","Percent","Margins of Error",1.2
"Simsbury","0900368940","2008-2012","Self-Employed, Not Incorporated","Percent","Employment",8.1
"Simsbury","0900368940","2008-2012","Self-Employed, Not Incorporated","Percent","Margins of Error",1.6
"Simsbury","0900368940","2008-2012","Government","Percent","Employment",13.1
"Simsbury","0900368940","2008-2012","Government","Percent","Margins of Error",2.1
"Simsbury","0900368940","2008-2012","Private, Profit","Percent","Employment",64.5
"Simsbury","0900368940","2008-2012","Private, Profit","Percent","Margins of Error",3.1
"Simsbury","0900368940","2008-2012","Private, Not-for-profit","Percent","Employment",9.4
"Simsbury","0900368940","2008-2012","Private, Not-for-profit","Percent","Margins of Error",1.5
"Simsbury","0900368940","2009-2013","Total","Number","Employment",11974
"Simsbury","0900368940","2009-2013","Total","Number","Margins of Error",335
"Simsbury","0900368940","2009-2013","Self-Employed, Incorporated","Percent","Employment",5.6
"Simsbury","0900368940","2009-2013","Self-Employed, Incorporated","Percent","Margins of Error",1.2
"Simsbury","0900368940","2009-2013","Self-Employed, Not Incorporated","Percent","Employment",8.3
"Simsbury","0900368940","2009-2013","Self-Employed, Not Incorporated","Percent","Margins of Error",1.4
"Simsbury","0900368940","2009-2013","Government","Percent","Employment",13.1
"Simsbury","0900368940","2009-2013","Government","Percent","Margins of Error",1.9
"Simsbury","0900368940","2009-2013","Private, Profit","Percent","Employment",63.2
"Simsbury","0900368940","2009-2013","Private, Profit","Percent","Margins of Error",2.6
"Simsbury","0900368940","2009-2013","Private, Not-for-profit","Percent","Employment",9.8
"Simsbury","0900368940","2009-2013","Private, Not-for-profit","Percent","Margins of Error",1.5
"Simsbury","0900368940","2010-2014","Total","Number","Employment",12096
"Simsbury","0900368940","2010-2014","Total","Number","Margins of Error",351
"Simsbury","0900368940","2010-2014","Self-Employed, Incorporated","Percent","Employment",5.2
"Simsbury","0900368940","2010-2014","Self-Employed, Incorporated","Percent","Margins of Error",1
"Simsbury","0900368940","2010-2014","Self-Employed, Not Incorporated","Percent","Employment",7.6
"Simsbury","0900368940","2010-2014","Self-Employed, Not Incorporated","Percent","Margins of Error",1.5
"Simsbury","0900368940","2010-2014","Government","Percent","Employment",14.5
"Simsbury","0900368940","2010-2014","Government","Percent","Margins of Error",2
"Simsbury","0900368940","2010-2014","Private, Profit","Percent","Employment",63.3
"Simsbury","0900368940","2010-2014","Private, Profit","Percent","Margins of Error",2.3
"Simsbury","0900368940","2010-2014","Private, Not-for-profit","Percent","Employment",9.5
"Simsbury","0900368940","2010-2014","Private, Not-for-profit","Percent","Margins of Error",1.5
"Simsbury","0900368940","2011-2015","Total","Number","Employment",12290
"Simsbury","0900368940","2011-2015","Total","Number","Margins of Error",377
"Simsbury","0900368940","2011-2015","Self-Employed, Incorporated","Percent","Employment",4.6
"Simsbury","0900368940","2011-2015","Self-Employed, Incorporated","Percent","Margins of Error",1.1
"Simsbury","0900368940","2011-2015","Self-Employed, Not Incorporated","Percent","Employment",6.9
"Simsbury","0900368940","2011-2015","Self-Employed, Not Incorporated","Percent","Margins of Error",1
"Simsbury","0900368940","2011-2015","Government","Percent","Employment",15.2
"Simsbury","0900368940","2011-2015","Government","Percent","Margins of Error",1.8
"Simsbury","0900368940","2011-2015","Private, Profit","Percent","Employment",62.8
"Simsbury","0900368940","2011-2015","Private, Profit","Percent","Margins of Error",2.2
"Simsbury","0900368940","2011-2015","Private, Not-for-profit","Percent","Employment",10.4
"Simsbury","0900368940","2011-2015","Private, Not-for-profit","Percent","Margins of Error",1.5
"Simsbury","0900368940","2012-2016","Total","Number","Employment",12493
"Simsbury","0900368940","2012-2016","Total","Number","Margins of Error",393
"Simsbury","0900368940","2012-2016","Self-Employed, Incorporated","Percent","Employment",4.9
"Simsbury","0900368940","2012-2016","Self-Employed, Incorporated","Percent","Margins of Error",1
"Simsbury","0900368940","2012-2016","Self-Employed, Not Incorporated","Percent","Employment",6.9
"Simsbury","0900368940","2012-2016","Self-Employed, Not Incorporated","Percent","Margins of Error",1.2
"Simsbury","0900368940","2012-2016","Government","Percent","Employment",14.1
"Simsbury","0900368940","2012-2016","Government","Percent","Margins of Error",1.9
"Simsbury","0900368940","2012-2016","Private, Profit","Percent","Employment",64.2
"Simsbury","0900368940","2012-2016","Private, Profit","Percent","Margins of Error",2
"Simsbury","0900368940","2012-2016","Private, Not-for-profit","Percent","Employment",9.9
"Simsbury","0900368940","2012-2016","Private, Not-for-profit","Percent","Margins of Error",1.4
"Somers","0901369220","2006-2010","Total","Number","Employment",4872
"Somers","0901369220","2006-2010","Total","Number","Margins of Error",263
"Somers","0901369220","2006-2010","Self-Employed, Incorporated","Percent","Employment",5.8
"Somers","0901369220","2006-2010","Self-Employed, Incorporated","Percent","Margins of Error",2
"Somers","0901369220","2006-2010","Self-Employed, Not Incorporated","Percent","Employment",8.6
"Somers","0901369220","2006-2010","Self-Employed, Not Incorporated","Percent","Margins of Error",2.5
"Somers","0901369220","2006-2010","Government","Percent","Employment",15.4
"Somers","0901369220","2006-2010","Government","Percent","Margins of Error",3.6
"Somers","0901369220","2006-2010","Private, Profit","Percent","Employment",64.8
"Somers","0901369220","2006-2010","Private, Profit","Percent","Margins of Error",4.1
"Somers","0901369220","2006-2010","Private, Not-for-profit","Percent","Employment",5.4
"Somers","0901369220","2006-2010","Private, Not-for-profit","Percent","Margins of Error",1.8
"Somers","0901369220","2007-2011","Total","Number","Employment",4703
"Somers","0901369220","2007-2011","Total","Number","Margins of Error",328
"Somers","0901369220","2007-2011","Self-Employed, Incorporated","Percent","Employment",6.7
"Somers","0901369220","2007-2011","Self-Employed, Incorporated","Percent","Margins of Error",2
"Somers","0901369220","2007-2011","Self-Employed, Not Incorporated","Percent","Employment",6.8
"Somers","0901369220","2007-2011","Self-Employed, Not Incorporated","Percent","Margins of Error",1.8
"Somers","0901369220","2007-2011","Government","Percent","Employment",16.1
"Somers","0901369220","2007-2011","Government","Percent","Margins of Error",3.1
"Somers","0901369220","2007-2011","Private, Profit","Percent","Employment",65.3
"Somers","0901369220","2007-2011","Private, Profit","Percent","Margins of Error",3.4
"Somers","0901369220","2007-2011","Private, Not-for-profit","Percent","Employment",5.1
"Somers","0901369220","2007-2011","Private, Not-for-profit","Percent","Margins of Error",1.7
"Somers","0901369220","2008-2012","Total","Number","Employment",4916
"Somers","0901369220","2008-2012","Total","Number","Margins of Error",233
"Somers","0901369220","2008-2012","Self-Employed, Incorporated","Percent","Employment",6.5
"Somers","0901369220","2008-2012","Self-Employed, Incorporated","Percent","Margins of Error",1.9
"Somers","0901369220","2008-2012","Self-Employed, Not Incorporated","Percent","Employment",6
"Somers","0901369220","2008-2012","Self-Employed, Not Incorporated","Percent","Margins of Error",1.9
"Somers","0901369220","2008-2012","Government","Percent","Employment",14.4
"Somers","0901369220","2008-2012","Government","Percent","Margins of Error",3
"Somers","0901369220","2008-2012","Private, Profit","Percent","Employment",66.9
"Somers","0901369220","2008-2012","Private, Profit","Percent","Margins of Error",3.7
"Somers","0901369220","2008-2012","Private, Not-for-profit","Percent","Employment",6.2
"Somers","0901369220","2008-2012","Private, Not-for-profit","Percent","Margins of Error",2
"Somers","0901369220","2009-2013","Total","Number","Employment",4863
"Somers","0901369220","2009-2013","Total","Number","Margins of Error",286
"Somers","0901369220","2009-2013","Self-Employed, Incorporated","Percent","Employment",4.9
"Somers","0901369220","2009-2013","Self-Employed, Incorporated","Percent","Margins of Error",1.7
"Somers","0901369220","2009-2013","Self-Employed, Not Incorporated","Percent","Employment",5.6
"Somers","0901369220","2009-2013","Self-Employed, Not Incorporated","Percent","Margins of Error",1.9
"Somers","0901369220","2009-2013","Government","Percent","Employment",14.4
"Somers","0901369220","2009-2013","Government","Percent","Margins of Error",2.9
"Somers","0901369220","2009-2013","Private, Profit","Percent","Employment",68.9
"Somers","0901369220","2009-2013","Private, Profit","Percent","Margins of Error",3.8
"Somers","0901369220","2009-2013","Private, Not-for-profit","Percent","Employment",6.2
"Somers","0901369220","2009-2013","Private, Not-for-profit","Percent","Margins of Error",1.7
"Somers","0901369220","2010-2014","Total","Number","Employment",4972
"Somers","0901369220","2010-2014","Total","Number","Margins of Error",279
"Somers","0901369220","2010-2014","Self-Employed, Incorporated","Percent","Employment",4.4
"Somers","0901369220","2010-2014","Self-Employed, Incorporated","Percent","Margins of Error",1.9
"Somers","0901369220","2010-2014","Self-Employed, Not Incorporated","Percent","Employment",7.3
"Somers","0901369220","2010-2014","Self-Employed, Not Incorporated","Percent","Margins of Error",2.4
"Somers","0901369220","2010-2014","Government","Percent","Employment",12.1
